Iteration,Mean,Stdev,Run-0
0,0.021,0.0,0.021
1,1.677,0.0,1.677
2,1.867,0.0,1.867
3,1.97,0.0,1.97
4,2.022,0.0,2.022
5,2.035,0.0,2.035
6,1.981,0.0,1.981
7,1.978,0.0,1.978
8,1.949,0.0,1.949
9,1.974,0.0,1.974
10,1.98,0.0,1.98
11,1.968,0.0,1.968
12,1.937,0.0,1.937
13,1.935,0.0,1.935
14,1.926,0.0,1.926
15,1.921,0.0,1.921
16,1.897,0.0,1.897
17,1.883,0.0,1.883
18,1.891,0.0,1.891
19,1.885,0.0,1.885
20,1.88,0.0,1.88
21,1.875,0.0,1.875
22,1.873,0.0,1.873
23,1.865,0.0,1.865
24,1.87,0.0,1.87
25,1.87,0.0,1.87
26,1.87,0.0,1.87
27,1.87,0.0,1.87
28,1.87,0.0,1.87
29,1.87,0.0,1.87
30,1.87,0.0,1.87
31,1.87,0.0,1.87
32,1.87,0.0,1.87
33,1.87,0.0,1.87
34,1.87,0.0,1.87
35,1.87,0.0,1.87
36,1.87,0.0,1.87
37,1.87,0.0,1.87
38,1.87,0.0,1.87
39,1.87,0.0,1.87
40,1.87,0.0,1.87
41,1.87,0.0,1.87
42,1.87,0.0,1.87
43,1.87,0.0,1.87
44,1.87,0.0,1.87
45,1.87,0.0,1.87
46,1.87,0.0,1.87
47,1.87,0.0,1.87
48,1.87,0.0,1.87
49,1.87,0.0,1.87
